Protein,Function,Is Cancer,Result test 1
Prot_0,Func_0003723,0,nonCancer
Prot_0,Func_0035097,0,nonCancer
Prot_0,Func_0016568,0,nonCancer
Prot_0,Func_0051568,0,nonCancer
Prot_0,Func_0016740,0,nonCancer
Prot_0,Func_0016607,0,nonCancer
Prot_0,Func_0005730,0,nonCancer
Prot_0,Func_0042800,0,nonCancer
Prot_0,Func_0000166,0,nonCancer
Prot_0,Func_0045449,0,nonCancer
Prot_0,Func_0008168,0,nonCancer
Prot_0,Func_0005634,0,nonCancer
Prot_1,Func_0046872,0,nonCancer
Prot_1,Func_0007049,0,nonCancer
Prot_1,Func_0016301,0,nonCancer
Prot_1,Func_0016740,0,nonCancer
Prot_1,Func_0000082,0,nonCancer
Prot_1,Func_0005737,0,nonCancer
Prot_1,Func_0008284,0,nonCancer
Prot_1,Func_0005634,0,nonCancer
Prot_1,Func_0005654,0,nonCancer
Prot_1,Func_0004674,0,nonCancer
Prot_1,Func_0005524,0,nonCancer
Prot_1,Func_0033261,0,nonCancer
Prot_1,Func_0051301,0,nonCancer
Prot_1,Func_0006468,0,nonCancer
Prot_1,Func_0006260,0,nonCancer
Prot_1,Func_0005515,0,nonCancer
Prot_1,Func_0000166,0,nonCancer
Prot_2,Func_0016021,0,nonCancer
Prot_2,Func_0008285,0,nonCancer
Prot_2,Func_0007596,0,nonCancer
Prot_2,Func_0004896,0,nonCancer
Prot_2,Func_0032002,0,nonCancer
Prot_2,Func_0050691,0,nonCancer
Prot_2,Func_0004872,0,nonCancer
Prot_2,Func_0016020,0,nonCancer
Prot_2,Func_0005515,0,nonCancer
Prot_3,Func_0043565,0,nonCancer
Prot_3,Func_0006338,0,nonCancer
Prot_3,Func_0008622,0,nonCancer
Prot_3,Func_0008623,0,nonCancer
Prot_3,Func_0003887,0,nonCancer
Prot_3,Func_0016740,0,nonCancer
Prot_3,Func_0003677,0,nonCancer
Prot_3,Func_0005622,0,nonCancer
Prot_3,Func_0005515,0,nonCancer
Prot_3,Func_0005634,0,nonCancer
Prot_3,Func_0016779,0,nonCancer
Prot_4,Func_0005654,0,nonCancer
Prot_4,Func_0006355,0,nonCancer
Prot_4,Func_0003700,0,nonCancer
Prot_4,Func_0005667,0,nonCancer
Prot_4,Func_0005634,0,nonCancer
Prot_4,Func_0008134,0,nonCancer
Prot_5,Func_0004930,0,nonCancer
Prot_5,Func_0005886,0,nonCancer
Prot_5,Func_0007166,0,nonCancer
Prot_5,Func_0042391,0,nonCancer
Prot_5,Func_0016492,0,nonCancer
Prot_5,Func_0005887,0,nonCancer
Prot_5,Func_0004872,0,nonCancer
Prot_5,Func_0007200,0,nonCancer
Prot_5,Func_0007600,0,nonCancer
Prot_5,Func_0007165,0,nonCancer
Prot_6,Func_0005739,0,nonCancer
Prot_6,Func_0003674,0,nonCancer
Prot_6,Func_0007399,0,nonCancer
Prot_6,Func_0008219,0,nonCancer
Prot_6,Func_0045110,0,nonCancer
Prot_6,Func_0060052,0,nonCancer
Prot_6,Func_0005883,0,nonCancer
Prot_6,Func_0030424,0,nonCancer
Prot_6,Func_0005515,0,nonCancer
Prot_6,Func_0000226,0,nonCancer
Prot_8,Func_0046872,0,nonCancer
Prot_8,Func_0005789,0,nonCancer
Prot_8,Func_0004497,0,nonCancer
Prot_8,Func_0009055,0,nonCancer
Prot_8,Func_0020037,0,nonCancer
Prot_8,Func_0008144,0,nonCancer
Prot_8,Func_0005792,0,nonCancer
Prot_8,Func_0019825,0,nonCancer
Prot_8,Func_0017144,0,nonCancer
Prot_8,Func_0070989,0,nonCancer
Prot_8,Func_0016020,0,nonCancer
Prot_8,Func_0032787,0,nonCancer
Prot_8,Func_0034875,0,nonCancer
Prot_8,Func_0018676,0,nonCancer
Prot_8,Func_0055114,0,nonCancer
Prot_8,Func_0008395,0,nonCancer
Prot_8,Func_0018675,0,nonCancer
Prot_8,Func_0016491,0,nonCancer
Prot_8,Func_0033767,0,nonCancer
Prot_8,Func_0042738,0,nonCancer
Prot_8,Func_0043603,0,nonCancer
Prot_8,Func_0019627,0,nonCancer
Prot_8,Func_0008202,0,nonCancer
Prot_8,Func_0042737,0,nonCancer
Prot_8,Func_0016098,0,nonCancer
Prot_8,Func_0005783,0,nonCancer
Prot_10,Func_0005739,0,nonCancer
Prot_10,Func_0060334,0,nonCancer
Prot_10,Func_0042470,0,nonCancer
Prot_10,Func_0006986,0,nonCancer
Prot_10,Func_0001890,0,nonCancer
Prot_10,Func_0005737,0,nonCancer
Prot_10,Func_0030911,0,nonCancer
Prot_10,Func_0045429,0,nonCancer
Prot_10,Func_0006457,0,nonCancer
Prot_10,Func_0030235,0,nonCancer
Prot_10,Func_0032435,0,nonCancer
Prot_10,Func_0051082,0,nonCancer
Prot_10,Func_0060338,0,nonCancer
Prot_10,Func_0005524,0,nonCancer
Prot_10,Func_0005622,0,nonCancer
Prot_10,Func_0005515,0,nonCancer
Prot_10,Func_0000166,0,nonCancer
Prot_11,Func_0001666,0,nonCancer
Prot_11,Func_0006915,0,nonCancer
Prot_11,Func_0009968,0,nonCancer
Prot_11,Func_0005737,0,nonCancer
Prot_11,Func_0005622,0,nonCancer
Prot_12,Func_0016192,0,nonCancer
Prot_12,Func_0005789,0,nonCancer
Prot_12,Func_0005829,0,nonCancer
Prot_12,Func_0033116,0,nonCancer
Prot_12,Func_0006955,0,nonCancer
Prot_12,Func_0006886,0,nonCancer
Prot_12,Func_0005102,0,nonCancer
Prot_12,Func_0005886,0,nonCancer
Prot_12,Func_0000139,0,nonCancer
Prot_12,Func_0006915,0,nonCancer
Prot_12,Func_0007283,0,nonCancer
Prot_12,Func_0005887,0,nonCancer
Prot_12,Func_0005515,0,nonCancer
Prot_12,Func_0005783,0,nonCancer
Prot_13,Func_0005021,0,cancer
Prot_13,Func_0060326,0,cancer
Prot_13,Func_0050730,0,cancer
Prot_13,Func_0048745,0,cancer
Prot_13,Func_0048008,0,cancer
Prot_13,Func_0005017,0,cancer
Prot_13,Func_0048010,0,cancer
Prot_13,Func_0016740,0,cancer
Prot_13,Func_0008284,0,cancer
Prot_13,Func_0005886,0,cancer
Prot_13,Func_0001894,0,cancer
Prot_13,Func_0019838,0,cancer
Prot_13,Func_0004992,0,cancer
Prot_13,Func_0001822,0,cancer
Prot_13,Func_0005887,0,cancer
Prot_13,Func_0016020,0,cancer
Prot_13,Func_0004713,0,cancer
Prot_13,Func_0007165,0,cancer
Prot_13,Func_0005019,0,cancer
Prot_13,Func_0030335,0,cancer
Prot_13,Func_0048407,0,cancer
Prot_13,Func_0048705,0,cancer
Prot_13,Func_0005161,0,cancer
Prot_13,Func_0018108,0,cancer
Prot_13,Func_0001701,0,cancer
Prot_13,Func_0046777,0,cancer
Prot_13,Func_0006807,0,cancer
Prot_13,Func_0005524,0,cancer
Prot_13,Func_0004872,0,cancer
Prot_13,Func_0005515,0,cancer
Prot_13,Func_0000166,0,cancer
Prot_14,Func_0016192,0,nonCancer
Prot_14,Func_0005789,0,nonCancer
Prot_14,Func_0007049,0,nonCancer
Prot_14,Func_0031572,0,nonCancer
Prot_14,Func_0015031,0,nonCancer
Prot_14,Func_0005515,0,nonCancer
Prot_14,Func_0005737,0,nonCancer
Prot_14,Func_0016020,0,nonCancer
Prot_14,Func_0005783,0,nonCancer
Prot_15,Func_0005694,0,nonCancer
Prot_15,Func_0006334,0,nonCancer
Prot_15,Func_0003677,0,nonCancer
Prot_15,Func_0005634,0,nonCancer
Prot_15,Func_0000786,0,nonCancer
Prot_16,Func_0004871,0,nonCancer
Prot_16,Func_0007399,0,nonCancer
Prot_16,Func_0006355,0,nonCancer
Prot_16,Func_0003700,0,nonCancer
Prot_16,Func_0007275,0,nonCancer
Prot_16,Func_0046982,0,nonCancer
Prot_16,Func_0030154,0,nonCancer
Prot_16,Func_0003677,0,nonCancer
Prot_16,Func_0005515,0,nonCancer
Prot_16,Func_0005634,0,nonCancer
Prot_16,Func_0007165,0,nonCancer
Prot_16,Func_0001657,0,nonCancer
Prot_17,Func_0009615,0,nonCancer
Prot_17,Func_0006916,0,nonCancer
Prot_17,Func_0030010,0,nonCancer
Prot_17,Func_0043200,0,nonCancer
Prot_17,Func_0007015,0,nonCancer
Prot_17,Func_0007266,0,nonCancer
Prot_17,Func_0016363,0,nonCancer
Prot_17,Func_0001842,0,nonCancer
Prot_17,Func_0001755,0,nonCancer
Prot_17,Func_0030036,0,nonCancer
Prot_17,Func_0005737,0,nonCancer
Prot_17,Func_0005634,0,nonCancer
Prot_17,Func_0030836,0,nonCancer
Prot_17,Func_0030864,0,nonCancer
Prot_17,Func_0005856,0,nonCancer
Prot_17,Func_0000910,0,nonCancer
Prot_17,Func_0003779,0,nonCancer
Prot_17,Func_0006468,0,nonCancer
Prot_17,Func_0005622,0,nonCancer
Prot_17,Func_0005515,0,nonCancer
Prot_17,Func_0006928,0,nonCancer
Prot_18,Func_0004725,0,nonCancer
Prot_18,Func_0005654,0,nonCancer
Prot_18,Func_0016787,0,nonCancer
Prot_18,Func_0005829,0,nonCancer
Prot_18,Func_0043407,0,nonCancer
Prot_18,Func_0017017,0,nonCancer
Prot_18,Func_0005515,0,nonCancer
Prot_18,Func_0005737,0,nonCancer
Prot_18,Func_0006470,0,nonCancer
Prot_19,Func_0008289,0,nonCancer
Prot_19,Func_0007417,0,nonCancer
Prot_19,Func_0006897,0,nonCancer
Prot_19,Func_0005768,0,nonCancer
Prot_19,Func_0005737,0,nonCancer
Prot_19,Func_0016020,0,nonCancer
Prot_19,Func_0005515,0,nonCancer
Prot_19,Func_0031901,0,nonCancer
Prot_19,Func_0007165,0,nonCancer
Prot_19,Func_0042802,0,nonCancer
Prot_20,Func_0006364,0,nonCancer
Prot_20,Func_0005730,0,nonCancer
Prot_20,Func_0005515,0,nonCancer
Prot_20,Func_0005634,0,nonCancer
Prot_20,Func_0030529,0,nonCancer
Prot_21,Func_0055085,0,nonCancer
Prot_21,Func_0006865,0,nonCancer
Prot_21,Func_0005886,0,nonCancer
Prot_21,Func_0006810,0,nonCancer
Prot_21,Func_0015171,0,nonCancer
Prot_21,Func_0005887,0,nonCancer
Prot_21,Func_0006461,0,nonCancer
Prot_21,Func_0016323,0,nonCancer
Prot_21,Func_0006520,0,nonCancer
Prot_22,Func_0008180,0,nonCancer
Prot_22,Func_0000188,0,nonCancer
Prot_22,Func_0007049,0,nonCancer
Prot_22,Func_0007254,0,nonCancer
Prot_22,Func_0005095,0,nonCancer
Prot_22,Func_0005515,0,nonCancer
Prot_22,Func_0005737,0,nonCancer
Prot_22,Func_0005634,0,nonCancer
Prot_23,Func_0042692,0,nonCancer
Prot_23,Func_0007518,0,nonCancer
Prot_23,Func_0007527,0,nonCancer
Prot_23,Func_0007275,0,nonCancer
Prot_23,Func_0005488,0,nonCancer
Prot_23,Func_0005634,0,nonCancer
Prot_24,Func_0005576,0,cancer
Prot_24,Func_0005125,0,cancer
Prot_24,Func_0005615,0,cancer
Prot_24,Func_0005164,0,cancer
Prot_24,Func_0006955,0,cancer
Prot_24,Func_0048298,0,cancer
Prot_24,Func_0005102,0,cancer
Prot_24,Func_0005515,0,cancer
Prot_24,Func_0016020,0,cancer
Prot_24,Func_0008284,0,cancer
Prot_24,Func_0007165,0,cancer
Prot_25,Func_0005576,0,nonCancer
Prot_25,Func_0005615,0,nonCancer
Prot_25,Func_0005198,0,nonCancer
Prot_25,Func_0007155,0,nonCancer
Prot_26,Func_0030659,0,cancer
Prot_26,Func_0006915,0,cancer
Prot_26,Func_0006917,0,cancer
Prot_26,Func_0005737,0,cancer
Prot_26,Func_0005730,0,cancer
Prot_26,Func_0016020,0,cancer
Prot_26,Func_0005515,0,cancer
Prot_26,Func_0005634,0,cancer
Prot_26,Func_0031410,0,cancer
Prot_26,Func_0045210,0,cancer
Prot_28,Func_0016055,0,cancer
Prot_28,Func_0017015,0,cancer
Prot_28,Func_0005515,0,cancer
Prot_28,Func_0005634,0,cancer
Prot_29,Func_0046872,0,nonCancer
Prot_29,Func_0005125,0,nonCancer
Prot_29,Func_0006955,0,nonCancer
Prot_29,Func_0005102,0,nonCancer
Prot_29,Func_0008633,0,nonCancer
Prot_29,Func_0005576,0,nonCancer
Prot_29,Func_0005625,0,nonCancer
Prot_29,Func_0005164,0,nonCancer
Prot_29,Func_0005615,0,nonCancer
Prot_29,Func_0006917,0,nonCancer
Prot_29,Func_0043123,0,nonCancer
Prot_29,Func_0005887,0,nonCancer
Prot_29,Func_0007267,0,nonCancer
Prot_29,Func_0005515,0,nonCancer
Prot_29,Func_0016020,0,nonCancer
Prot_29,Func_0007165,0,nonCancer
Prot_30,Func_0007269,0,nonCancer
Prot_30,Func_0007186,0,nonCancer
Prot_30,Func_0008022,0,nonCancer
Prot_30,Func_0005515,0,nonCancer
Prot_31,Func_0046872,0,nonCancer
Prot_31,Func_0005794,0,nonCancer
Prot_31,Func_0006813,0,nonCancer
Prot_31,Func_0006814,0,nonCancer
Prot_31,Func_0005890,0,nonCancer
Prot_31,Func_0008152,0,nonCancer
Prot_31,Func_0016820,0,nonCancer
Prot_31,Func_0015077,0,nonCancer
Prot_31,Func_0016787,0,nonCancer
Prot_31,Func_0005886,0,nonCancer
Prot_31,Func_0016021,0,nonCancer
Prot_31,Func_0005391,0,nonCancer
Prot_31,Func_0006754,0,nonCancer
Prot_31,Func_0005524,0,nonCancer
Prot_31,Func_0000166,0,nonCancer
Prot_31,Func_0005783,0,nonCancer
Prot_32,Func_0004871,0,cancer
Prot_32,Func_0048260,0,cancer
Prot_32,Func_0005829,0,cancer
Prot_32,Func_0016600,0,cancer
Prot_32,Func_0003700,0,cancer
Prot_32,Func_0016874,0,cancer
Prot_32,Func_0007173,0,cancer
Prot_32,Func_0005737,0,cancer
Prot_32,Func_0005634,0,cancer
Prot_32,Func_0017124,0,cancer
Prot_32,Func_0016567,0,cancer
Prot_32,Func_0005886,0,cancer
Prot_32,Func_0005509,0,cancer
Prot_32,Func_0004842,0,cancer
Prot_32,Func_0008270,0,cancer
Prot_32,Func_0007166,0,cancer
Prot_32,Func_0005515,0,cancer
Prot_34,Func_0008339,0,nonCancer
Prot_34,Func_0007243,0,nonCancer
Prot_34,Func_0007049,0,nonCancer
Prot_34,Func_0016740,0,nonCancer
Prot_34,Func_0004707,0,nonCancer
Prot_34,Func_0006950,0,nonCancer
Prot_34,Func_0005625,0,nonCancer
Prot_34,Func_0004674,0,nonCancer
Prot_34,Func_0005524,0,nonCancer
Prot_34,Func_0006468,0,nonCancer
Prot_34,Func_0005515,0,nonCancer
Prot_34,Func_0000166,0,nonCancer
Prot_34,Func_0007265,0,nonCancer
Prot_35,Func_0046872,0,nonCancer
Prot_35,Func_0008270,0,nonCancer
Prot_35,Func_0003677,0,nonCancer
Prot_35,Func_0005622,0,nonCancer
Prot_35,Func_0005634,0,nonCancer
Prot_35,Func_0045449,0,nonCancer
Prot_36,Func_0046872,0,nonCancer
Prot_36,Func_0030182,0,nonCancer
Prot_36,Func_0005516,0,nonCancer
Prot_36,Func_0008022,0,nonCancer
Prot_36,Func_0005737,0,nonCancer
Prot_36,Func_0008152,0,nonCancer
Prot_36,Func_0016820,0,nonCancer
Prot_36,Func_0016787,0,nonCancer
Prot_36,Func_0005886,0,nonCancer
Prot_36,Func_0007605,0,nonCancer
Prot_36,Func_0016021,0,nonCancer
Prot_36,Func_0005509,0,nonCancer
Prot_36,Func_0030425,0,nonCancer
Prot_36,Func_0006754,0,nonCancer
Prot_36,Func_0005524,0,nonCancer
Prot_36,Func_0006816,0,nonCancer
Prot_36,Func_0005388,0,nonCancer
Prot_36,Func_0006810,0,nonCancer
Prot_36,Func_0016324,0,nonCancer
Prot_36,Func_0030165,0,nonCancer
Prot_36,Func_0006812,0,nonCancer
Prot_36,Func_0005515,0,nonCancer
Prot_36,Func_0000166,0,nonCancer
Prot_36,Func_0043025,0,nonCancer
Prot_37,Func_0004871,0,nonCancer
Prot_37,Func_0045080,0,nonCancer
Prot_37,Func_0043330,0,nonCancer
Prot_37,Func_0031663,0,nonCancer
Prot_37,Func_0030890,0,nonCancer
Prot_37,Func_0051607,0,nonCancer
Prot_37,Func_0045429,0,nonCancer
Prot_37,Func_0032496,0,nonCancer
Prot_37,Func_0007249,0,nonCancer
Prot_37,Func_0043496,0,nonCancer
Prot_37,Func_0006915,0,nonCancer
Prot_37,Func_0032755,0,nonCancer
Prot_37,Func_0006954,0,nonCancer
Prot_37,Func_0010008,0,nonCancer
Prot_37,Func_0032760,0,nonCancer
Prot_37,Func_0005829,0,nonCancer
Prot_37,Func_0045087,0,nonCancer
Prot_37,Func_0008624,0,nonCancer
Prot_37,Func_0019901,0,nonCancer
Prot_37,Func_0032481,0,nonCancer
Prot_37,Func_0002756,0,nonCancer
Prot_37,Func_0045359,0,nonCancer
Prot_37,Func_0032092,0,nonCancer
Prot_37,Func_0051092,0,nonCancer
Prot_37,Func_0043123,0,nonCancer
Prot_37,Func_0031398,0,nonCancer
Prot_37,Func_0002281,0,nonCancer
Prot_37,Func_0005515,0,nonCancer
Prot_38,Func_0046872,0,nonCancer
Prot_38,Func_0043565,0,nonCancer
Prot_38,Func_0003700,0,nonCancer
Prot_38,Func_0045892,0,nonCancer
Prot_38,Func_0016607,0,nonCancer
Prot_38,Func_0005634,0,nonCancer
Prot_38,Func_0008270,0,nonCancer
Prot_38,Func_0016564,0,nonCancer
Prot_38,Func_0006306,0,nonCancer
Prot_38,Func_0005730,0,nonCancer
Prot_38,Func_0005515,0,nonCancer
Prot_38,Func_0016581,0,nonCancer
Prot_38,Func_0030674,0,nonCancer
Prot_39,Func_0016192,0,nonCancer
Prot_39,Func_0008283,0,nonCancer
Prot_39,Func_0004873,0,nonCancer
Prot_39,Func_0070326,0,nonCancer
Prot_39,Func_0008034,0,nonCancer
Prot_39,Func_0005737,0,nonCancer
Prot_39,Func_0009986,0,nonCancer
Prot_39,Func_0008201,0,nonCancer
Prot_39,Func_0031982,0,nonCancer
Prot_39,Func_0048019,0,nonCancer
Prot_39,Func_0050750,0,nonCancer
Prot_39,Func_0006457,0,nonCancer
Prot_39,Func_0005886,0,nonCancer
Prot_39,Func_0016021,0,nonCancer
Prot_39,Func_0005509,0,nonCancer
Prot_39,Func_0010916,0,nonCancer
Prot_39,Func_0051082,0,nonCancer
Prot_39,Func_0032091,0,nonCancer
Prot_39,Func_0048237,0,nonCancer
Prot_39,Func_0005783,0,nonCancer
Prot_41,Func_0005789,0,cancer
Prot_41,Func_0043234,0,cancer
Prot_41,Func_0006984,0,cancer
Prot_41,Func_0008022,0,cancer
Prot_41,Func_0005792,0,cancer
Prot_41,Func_0031775,0,cancer
Prot_41,Func_0008152,0,cancer
Prot_41,Func_0070296,0,cancer
Prot_41,Func_0016787,0,cancer
Prot_41,Func_0033017,0,cancer
Prot_41,Func_0006754,0,cancer
Prot_41,Func_0006874,0,cancer
Prot_41,Func_0002026,0,cancer
Prot_41,Func_0005887,0,cancer
Prot_41,Func_0006812,0,cancer
Prot_41,Func_0016020,0,cancer
Prot_41,Func_0005624,0,cancer
Prot_41,Func_0048155,0,cancer
Prot_41,Func_0016820,0,cancer
Prot_41,Func_0005509,0,cancer
Prot_41,Func_0008544,0,cancer
Prot_41,Func_0005524,0,cancer
Prot_41,Func_0005388,0,cancer
Prot_41,Func_0006810,0,cancer
Prot_41,Func_0005515,0,cancer
Prot_41,Func_0016529,0,cancer
Prot_41,Func_0000166,0,cancer
Prot_41,Func_0007155,0,cancer
Prot_41,Func_0045822,0,cancer
Prot_42,Func_0043565,0,nonCancer
Prot_42,Func_0046983,0,nonCancer
Prot_42,Func_0005789,0,nonCancer
Prot_42,Func_0005635,0,nonCancer
Prot_42,Func_0003700,0,nonCancer
Prot_42,Func_0003713,0,nonCancer
Prot_42,Func_0006986,0,nonCancer
Prot_42,Func_0003702,0,nonCancer
Prot_42,Func_0006357,0,nonCancer
Prot_42,Func_0005634,0,nonCancer
Prot_42,Func_0006950,0,nonCancer
Prot_42,Func_0006990,0,nonCancer
Prot_42,Func_0006457,0,nonCancer
Prot_42,Func_0005654,0,nonCancer
Prot_42,Func_0016021,0,nonCancer
Prot_42,Func_0030968,0,nonCancer
Prot_42,Func_0016020,0,nonCancer
Prot_42,Func_0005515,0,nonCancer
Prot_42,Func_0007165,0,nonCancer
Prot_42,Func_0005783,0,nonCancer
Prot_43,Func_0051084,0,nonCancer
Prot_43,Func_0008430,0,nonCancer
Prot_43,Func_0035092,0,nonCancer
Prot_43,Func_0008379,0,nonCancer
Prot_43,Func_0005515,0,nonCancer
Prot_43,Func_0005788,0,nonCancer
Prot_43,Func_0005783,0,nonCancer
Prot_44,Func_0001824,0,nonCancer
Prot_44,Func_0008283,0,nonCancer
Prot_44,Func_0007049,0,nonCancer
Prot_44,Func_0051879,0,nonCancer
Prot_44,Func_0043486,0,nonCancer
Prot_44,Func_0015031,0,nonCancer
Prot_44,Func_0006260,0,nonCancer
Prot_44,Func_0005515,0,nonCancer
Prot_44,Func_0005737,0,nonCancer
Prot_44,Func_0005634,0,nonCancer
Prot_45,Func_0008289,0,nonCancer
Prot_45,Func_0005886,0,nonCancer
Prot_45,Func_0001968,0,nonCancer
Prot_45,Func_0043234,0,nonCancer
Prot_45,Func_0005545,0,nonCancer
Prot_45,Func_0043236,0,nonCancer
Prot_45,Func_0001954,0,nonCancer
Prot_45,Func_0005515,0,nonCancer
Prot_45,Func_0016020,0,nonCancer
Prot_45,Func_0005737,0,nonCancer
Prot_45,Func_0005634,0,nonCancer
Prot_46,Func_0000723,0,cancer
Prot_46,Func_0043138,0,cancer
Prot_46,Func_0032389,0,cancer
Prot_46,Func_0016887,0,cancer
Prot_46,Func_0009378,0,cancer
Prot_46,Func_0000403,0,cancer
Prot_46,Func_0006284,0,cancer
Prot_46,Func_0008408,0,cancer
Prot_46,Func_0000405,0,cancer
Prot_46,Func_0001302,0,cancer
Prot_46,Func_0006979,0,cancer
Prot_46,Func_0004386,0,cancer
Prot_46,Func_0003677,0,cancer
Prot_46,Func_0006310,0,cancer
Prot_46,Func_0005654,0,cancer
Prot_46,Func_0016787,0,cancer
Prot_46,Func_0032403,0,cancer
Prot_46,Func_0004527,0,cancer
Prot_46,Func_0006974,0,cancer
Prot_46,Func_0042803,0,cancer
Prot_46,Func_0005622,0,cancer
Prot_46,Func_0006260,0,cancer
Prot_46,Func_0005813,0,cancer
Prot_46,Func_0043140,0,cancer
Prot_46,Func_0000731,0,cancer
Prot_46,Func_0003678,0,cancer
Prot_46,Func_0010259,0,cancer
Prot_46,Func_0051345,0,cancer
Prot_46,Func_0006139,0,cancer
Prot_46,Func_0040009,0,cancer
Prot_46,Func_0051880,0,cancer
Prot_46,Func_0005634,0,cancer
Prot_46,Func_0042981,0,cancer
Prot_46,Func_0004003,0,cancer
Prot_46,Func_0007569,0,cancer
Prot_46,Func_0005524,0,cancer
Prot_46,Func_0007568,0,cancer
Prot_46,Func_0010225,0,cancer
Prot_46,Func_0031297,0,cancer
Prot_46,Func_0005730,0,cancer
Prot_46,Func_0005515,0,cancer
Prot_46,Func_0000166,0,cancer
Prot_47,Func_0006342,0,nonCancer
Prot_47,Func_0046872,0,nonCancer
Prot_47,Func_0003956,0,nonCancer
Prot_47,Func_0070403,0,nonCancer
Prot_47,Func_0006476,0,nonCancer
Prot_47,Func_0045449,0,nonCancer
Prot_47,Func_0005724,0,nonCancer
Prot_47,Func_0005634,0,nonCancer
Prot_47,Func_0006471,0,nonCancer
Prot_47,Func_0016811,0,nonCancer
Prot_47,Func_0003950,0,nonCancer
Prot_47,Func_0005654,0,nonCancer
Prot_47,Func_0016787,0,nonCancer
Prot_47,Func_0008270,0,nonCancer
Prot_47,Func_0005515,0,nonCancer
Prot_47,Func_0005730,0,nonCancer
Prot_47,Func_0046969,0,nonCancer
Prot_49,Func_0005874,0,nonCancer
Prot_49,Func_0003777,0,nonCancer
Prot_49,Func_0019894,0,nonCancer
Prot_49,Func_0008017,0,nonCancer
Prot_49,Func_0009434,0,nonCancer
Prot_49,Func_0035253,0,nonCancer
Prot_49,Func_0005515,0,nonCancer
Prot_49,Func_0005737,0,nonCancer
Prot_49,Func_0008808,0,nonCancer
Prot_49,Func_0043005,0,nonCancer
Prot_49,Func_0005871,0,nonCancer
Prot_51,Func_0005829,0,nonCancer
Prot_51,Func_0007015,0,nonCancer
Prot_51,Func_0005912,0,nonCancer
Prot_51,Func_0005525,0,nonCancer
Prot_51,Func_0005737,0,nonCancer
Prot_51,Func_0005886,0,nonCancer
Prot_51,Func_0016322,0,nonCancer
Prot_51,Func_0007264,0,nonCancer
Prot_51,Func_0005856,0,nonCancer
Prot_51,Func_0007162,0,nonCancer
Prot_51,Func_0005622,0,nonCancer
Prot_51,Func_0005515,0,nonCancer
Prot_51,Func_0003924,0,nonCancer
Prot_51,Func_0000166,0,nonCancer
Prot_52,Func_0055085,0,nonCancer
Prot_52,Func_0046676,0,nonCancer
Prot_52,Func_0042383,0,nonCancer
Prot_52,Func_0051899,0,nonCancer
Prot_52,Func_0030659,0,nonCancer
Prot_52,Func_0006813,0,nonCancer
Prot_52,Func_0005249,0,nonCancer
Prot_52,Func_0042221,0,nonCancer
Prot_52,Func_0008016,0,nonCancer
Prot_52,Func_0008015,0,nonCancer
Prot_52,Func_0006936,0,nonCancer
Prot_52,Func_0005251,0,nonCancer
Prot_52,Func_0007605,0,nonCancer
Prot_52,Func_0016021,0,nonCancer
Prot_52,Func_0016458,0,nonCancer
Prot_52,Func_0015271,0,nonCancer
Prot_52,Func_0006811,0,nonCancer
Prot_52,Func_0008076,0,nonCancer
Prot_52,Func_0005244,0,nonCancer
Prot_52,Func_0005515,0,nonCancer
Prot_52,Func_0031410,0,nonCancer
Prot_52,Func_0006349,0,nonCancer
Prot_53,Func_0010841,0,nonCancer
Prot_53,Func_0007565,0,nonCancer
Prot_53,Func_0008628,0,nonCancer
Prot_53,Func_0017045,0,nonCancer
Prot_53,Func_0007631,0,nonCancer
Prot_53,Func_0005102,0,nonCancer
Prot_53,Func_0005625,0,nonCancer
Prot_53,Func_0006704,0,nonCancer
Prot_53,Func_0005179,0,nonCancer
Prot_53,Func_0051464,0,nonCancer
Prot_53,Func_0006954,0,nonCancer
Prot_53,Func_0030324,0,nonCancer
Prot_53,Func_0030325,0,nonCancer
Prot_53,Func_0007567,0,nonCancer
Prot_53,Func_0007165,0,nonCancer
Prot_53,Func_0043526,0,nonCancer
Prot_53,Func_0005184,0,nonCancer
Prot_53,Func_0042322,0,nonCancer
Prot_53,Func_0007616,0,nonCancer
Prot_53,Func_0006950,0,nonCancer
Prot_53,Func_0005576,0,nonCancer
Prot_53,Func_0007268,0,nonCancer
Prot_53,Func_0051431,0,nonCancer
Prot_53,Func_0007611,0,nonCancer
Prot_53,Func_0051430,0,nonCancer
Prot_54,Func_0043234,0,nonCancer
Prot_54,Func_0008016,0,nonCancer
Prot_54,Func_0048155,0,nonCancer
Prot_54,Func_0023034,0,nonCancer
Prot_54,Func_0005737,0,nonCancer
Prot_54,Func_0005634,0,nonCancer
Prot_54,Func_0000122,0,nonCancer
Prot_54,Func_0048154,0,nonCancer
Prot_54,Func_0005509,0,nonCancer
Prot_54,Func_0042803,0,nonCancer
Prot_54,Func_0051117,0,nonCancer
Prot_54,Func_0016529,0,nonCancer
Prot_54,Func_0005515,0,nonCancer
Prot_54,Func_0042802,0,nonCancer
Prot_55,Func_0016021,0,nonCancer
Prot_55,Func_0005215,0,nonCancer
Prot_55,Func_0007268,0,nonCancer
Prot_55,Func_0030659,0,nonCancer
Prot_55,Func_0042470,0,nonCancer
Prot_55,Func_0006810,0,nonCancer
Prot_55,Func_0005887,0,nonCancer
Prot_55,Func_0008021,0,nonCancer
Prot_55,Func_0030141,0,nonCancer
